Vessel;code;Genus;lat;lon;season;depth;swept_area_km2;N;N_km2;presence_absence;date;date_time;bathy;substrate;slope;roughness;fishingEffort;distCanyons;distMounts;distFans;bottom_temp;bottom_oxygen;bottom_nppv;bottom_ph;bottom_nh4;bottom_no3;bottom_po4;bottom_so;bottom_uo;bottom_vo;bottom_eke;SD_bottomT;SD_o2;SubAll;bioSubsFinal;ln_slope;ln_fishingEffort;Haul_N;RN;id;fold;ln_N_km2;ln_N;BioSubs;SA_offset
ISA;21_10_05_CRT_ISA_L1;Raja;37,5546945;-0,4895482;4;432;0,060958376;0;0;0;05/10/2020;NA;1001,492089;1;8,121639093;256;5,565571461;0;39,92115784;196,2976074;13,57494164;218,6771088;-8,62E-05;8,084980011;0,002593062;5,146145821;0,258642823;38,62186813;0,006274801;-0,046320397;0,001092476;0,05546831;1,116653562;10;1;2,210649513;1,881839551;173;93;173;5;0;0;1;-2,797564008
NG;21_06_22_CST_NG_L2;Raja;39,6634931;0,2649746;2;123,34;0,408366;16;39,18053903;1;22/06/2020;NA;129,1920988;2;0,41861732;5;7,820000044;21,4583416;229,0613251;34,10951614;13,71246624;239,1515808;-0,024959667;8,110793114;0,483138859;2,725987196;0,153234065;38,27879715;0,002303755;-0,018479919;0,000173407;0,294220746;6,770478725;9;2;0,349682679;2,177021875;159;60;159;3;3,693382775;0,693147181;2;-0,895591448
ESP000025837;20201112_63210_ESP000025837_03;Raja;40,7817;1,119541667;4;83,4;0,15926649;8;50,23;1;12/11/2020;NA;94,13961481;1;0,09677699;1;189,7593765;35,46954346;365,8242493;59,29876328;15,03374577;235,6098175;-0,134826392;8,099538803;0,624609709;1,681892514;0,110437296;38,19669724;-0,041358791;0,026392914;0,001203568;0,741323352;5,058944702;6;1;0,09237587;2,251012825;60;67;60;2;3,936325298;2,197224577;1;-1,837176442
ESP000025837;20210218_63210_ESP000025837_03;Raja;40,74746;1,098496667;1;96,9;0,16526352;12;72,611;1;18/02/2020;NA;92,96201975;1;0,128169333;1;190,8986664;35,19939804;361,3761292;56,2517662;13,45933437;249,7954407;-1,295454621;8,133377075;0,376594216;2,391220808;0,090801939;38,07444382;-0,022384919;0,015748534;0,00037455;0,878137231;4,806010723;6;1;0,12059626;2,256967453;87;42;87;1;4,298794471;2,564949357;1;-1,800213988
ESP000025589;20200826_63210_ESP000025589_01;Raja;40,48559583;1,353886111;3;405;0,43943175;0;0;0;26/08/2020;NA;348,9697728;2;3,256101516;138;9,589644544;5,822178364;341,7565308;23,14815712;13,74003696;228,990036;-0,020211978;8,095930099;0,281414062;3,784468651;0,202748328;38,55363846;-0,000281569;-0,011345129;6,44E-05;0,174169838;6,615786552;6;1;1,448353604;2,359876594;39;90;39;4;0;0;1;NA
ESP000025589;20201112_63210_ESP000025589_01;Raja;40,48737083;1,350895833;4;402,6;0,386226;0;0;0;12/11/2020;NA;348,9697728;2;3,256101516;138;9,589644544;5,822178364;341,7565308;23,14815712;13,69308376;225,530777;-0,00044266;8,095371246;0,234585077;4,103704453;0,219655275;38,47726059;0,007762162;-0,004346717;3,96E-05;0,174169838;6,615786552;6;1;1,448353604;2,359876594;57;63;57;1;0;0;1;NA
ESP000022116;20210609_64410_ESP000022116_01;Raja;41,56308333;3,110063333;2;134;0,05966997;9;150,8296384;1;09/06/2020;NA;132,2801284;4;0,70163387;5;9,928750014;9,887208939;354,7957153;28,6262188;13,61111164;238,5969849;-0,019067891;8,116484642;0,51610148;2,334383249;0,133622125;38,22124863;0,00047531;-0,010058486;5,07E-05;0,517748415;8,333708763;3;3;0,53158889;2,391396933;121;74;121;3;5,022759092;0;3;-2,8189264
NG;21_06_22_CST_NG_L1;Raja;39,6559806;0,2645892;2;125,3;0,3866976;15;38,79000025;1;22/06/2020;NA;162,5197481;2;1,411472992;6;11,01928883;21,4583416;229,0613251;34,10951614;13,71246624;239,1515808;-0,024959667;8,110793114;0,483138859;2,725987196;0,153234065;38,27879715;0,002303755;-0,018479919;0,000173407;0,294220746;6,770478725;9;2;0,880237761;2,486512762;158;10;158;2;3,683615631;1,791759469;2;-0,950112287
NG;21_03_05_CST_NG_L3;Raja;39,7553782;0,1406111;1;74,5;0,284568171;12;42,16915742;1;05/03/2020;NA;79,66788148;2;0,185726681;3;16,74644433;35,02547836;241,9251099;56,67984009;13,48927402;251,8603668;0,075716794;8,134810448;0,247863322;0,895472288;0,034398127;38,19730759;0,006754645;0,027509041;0,000401186;0,903429091;5,818612576;9;2;0,17035582;2,876185177;140;46;140;4;3,765126292;2,564949357;2;-1,256782437
NG;20_12_02_CST_NG_L1;Raja;39,8812081;0,2304712;4;54,7;0,188954871;10;52,92268967;1;02/12/2020;NA;65,32705679;2;0,142435496;4;18,18466674;37,34914398;256,309967;58,46726608;17,24149323;236,2810364;-0,099120706;8,083380699;0,331018984;0,815147102;0,036322415;38,19126892;-0,005470403;-0,011134876;7,70E-05;1,002789259;5,923050404;9;2;0,133162383;2,954111353;1;21;1;5;3,987551348;1,945910149;2;-1,66624707
NG;21_03_05_CST_NG_L1;Raja;39,8784646;0,2275071;1;65,8;0,258053591;15;58,12746086;1;05/03/2020;NA;65,32705679;2;0,142435496;3;18,18466674;37,34914398;256,309967;58,46726608;13,34998226;252,7081604;0,591204345;8,139417648;0,244776174;0,821696341;0,025981009;38,13757706;0,018715424;0,023986341;0,000462806;1,127297282;6,129292965;9;2;0,133162383;2,954111353;138;48;138;3;4,079695467;2,772588722;2;-1,354587999
NG;20_12_02_CST_NG_L2;Raja;39,775207;0,1150242;4;69,5;0,27235512;16;58,74683024;1;02/12/2020;NA;71,46343704;1;0,182851384;3;18,89431124;38,33231735;241,7240753;56,67984009;17,09805298;236,7418671;-0,155047759;8,085532188;0,335410178;0,818232298;0,038262244;38,20363617;-0,008738274;-0,026545171;0,000390502;0,903429091;5,818612576;10;1;0,167927951;2,990433824;2;46;2;1;4,090116139;1,791759469;1;-1,300648476
NG;21_03_05_CST_NG_L2;Raja;39,7561424;0,1387794;1;77,5;0,287473468;11;38,26440077;1;05/03/2020;NA;79,66788148;2;0,185726681;3;18,89431124;35,02547836;241,9251099;56,67984009;13,48927402;251,8603668;0,075716794;8,134810448;0,247863322;0,895472288;0,034398127;38,19730759;0,006754645;0,027509041;0,000401186;0,903429091;5,818612576;9;2;0,17035582;2,990433824;139;20;139;4;3,670318276;2,48490665;2;-1,246624708
NG;21_05_13_CST_NG_L1;Raja;39,7720849;0,1071324;2;63,5;0,257887296;33;127,9628757;1;13/05/2020;NA;71,46343704;1;0,182851384;3;18,89431124;38,33231735;241,7240753;56,67984009;13,95081806;245,4845428;0,131048813;8,118193626;0,599853396;1,444729805;0,093284331;38,17356873;0,001576513;-0,015790708;0,000125916;0,903429091;5,818612576;10;1;0,167927951;2,990433824;154;33;154;1;4,859524578;3,526360525;1;-1,355232627
NG;21_05_13_CST_NG_L2;Raja;39,8449367;0,2048942;2;63,4;0,2866896;95;331,3688393;1;13/05/2020;NA;68,45654321;2;0,158126481;3;18,92955556;36,75851822;251,404953;58,46726608;14,04633713;246,3619537;0,520765007;8,118424416;0,54227519;1,261253834;0,081847548;38,15899658;-0,003084664;-0,02026218;0,000210036;0,980997503;5,868014336;9;2;0,146803596;2,992203834;155;62;155;2;5,806245314;4,564348191;2;-1,249355182
PR;21_03_10_CST_PR_L1_2;Raja;39,62144725;0,4088191;1;620,6;0,2816892;0;0;0;10/03/2020;NA;361,6001975;1;3,372072844;93;20,51354284;11,68697643;225,993103;28,35930252;13,43081093;223,7337952;-0,002681317;8,081528664;0,021828795;4,884123325;0,246136129;38,58870697;-0,000446432;-3,16E-05;1,00E-07;0,044858012;0,520257533;6;1;1,475237232;3,068682637;141;74;141;3;0;0;1;-1,266950943
PR;21_03_10_CST_PR_L4;Raja;39,6281322;0,4047322;1;620;0,161314015;0;0;0;10/03/2020;NA;361,6001975;1;3,372072844;108;20,51354284;10,72917271;230,5562439;28,35930252;13,63400936;230,4269562;-0,01570672;8,09986496;0,15981622;3,635928392;0,1900644;38,42940521;0,00077529;0,002785646;4,18E-06;0,037227508;2,266881704;6;1;1,475237232;3,068682637;143;42;143;2;0;0;1;-1,82440241
PR;21_05_12_CST_PR_L4;Raja;39,6253981;0,4054157;2;598;0,15340116;0;0;0;12/05/2020;NA;361,6001975;1;3,372072844;108;20,51354284;10,72917271;230,5562439;28,35930252;13,61611557;227,9407654;-0,000906093;8,095948219;0,082799383;4,090906143;0,209835336;38,53497696;0,000615524;-0,012623281;7,99E-05;0,037227508;2,266881704;6;1;1,475237232;3,068682637;153;83;153;1;0;0;1;-1,874698828
PR;21_06_23_CST_PR_L2;Raja;39,6272403;0,4048602;2;542,8;0,1372332;0;0;0;23/06/2020;NA;361,6001975;1;3,372072844;108;20,51354284;10,72917271;230,5562439;28,35930252;13,61206245;227,3521729;-0,00011221;8,095290184;0,065306768;4,156833649;0,212514162;38,53443146;-0,000514047;0,001550001;1,33E-06;0,037227508;2,266881704;6;1;1,475237232;3,068682637;161;60;161;4;0;0;1;-1,98607361
PR;21_06_23_CST_PR_L4;Raja;39,6190276;0,4104841;2;613,4;0,16801344;0;0;0;23/06/2020;NA;361,6001975;1;3,372072844;84;20,51354284;11,68697643;225,993103;28,35930252;13,32010365;224,3700104;-1,20E-05;8,083862305;0,016519845;4,768486977;0,240679651;38,57269669;0,00479478;0,004485646;2,16E-05;0,044858012;0,520257533;6;1;1,475237232;3,068682637;163;13;163;4;0;0;1;-1,783711303
NG;20_12_02_CST_NG_L4;Raja;39,800888;0,1255096;4;62;0,187507703;6;31,99868541;1;02/12/2020;NA;61,93874074;1;0,185649971;4;21,64666664;37,09415436;246,5421143;56,67984009;17,6200676;233,8201141;-0,129533693;8,082304001;0,278333664;0,758791924;0,027035125;38,17150879;-0,002054069;-0,009108566;4,36E-05;1,09736681;6,130759239;10;1;0,170291123;3,120012673;4;95;4;5;3,496467725;0;1;-1,673935352
CP2;21_03_30_JA_CP2_L1;Raja;38,5635979;0,5667232;1;648,75;0,608771383;0;0;0;30/03/2020;NA;653,4729383;1;1,701986661;53;21,93577732;41,62634277;119,1952057;64,75717926;13,34619713;221,0594635;-9,72E-05;8,080572128;0,007690696;5,03684473;0,252857834;38,57431412;0;0,022818247;0,000260336;0,026151108;1,383240223;6;1;0,993987303;3,13269802;144;21;144;2;0;0;1;-0,496312479
ESP000025837;20201112_63210_ESP000025837_02;Raja;40,78293611;0,987183333;4;60,2;0,18132303;18;99,27;1;12/11/2020;NA;68,18384198;1;0,197386401;2;174,2635547;45,9499054;363,0845947;72,81201935;17,18375969;236,6490784;-0,18665567;8,082501411;0,389220625;0,882809162;0,043691669;38,14109039;-0,014588708;0,009863421;0,000155059;1,103988528;5,409182549;6;1;0,180141182;3,166290868;59;51;59;5;4,607866548;2,944438979;1;-1,707475142
PR;21_03_10_CST_PR_L3;Raja;39,6053412;0,4190161;1;592,2;0,120476304;0;0;0;10/03/2020;NA;692,8430864;1;3,243611447;72;25,97425393;8,520222664;226,6158142;23,40239334;13,43081093;223,7337952;-0,002681317;8,081528664;0,021828795;4,884123325;0,246136129;38,58870697;-0,000446432;-3,16E-05;1,00E-07;0,044858012;0,520257533;6;1;1,445414663;3,294882853;142;69;142;2;0;0;1;-2,116302193
PR;21_05_12_CST_PR_L1_2;Raja;39,61268445;0,4148471;2;601,5;0,2778;0;0;0;12/05/2020;NA;692,8430864;1;3,243611447;71;25,97425393;11,68697643;225,993103;28,35930252;13,24066353;223,6918793;-8,18E-05;8,084676743;0,018580182;4,864909172;0,245040312;38,55289459;-0,008736565;-0,011354594;0,000102627;0,044858012;0,520257533;6;1;1,445414663;3,294882853;152;51;152;1;0;0;1;-1,280853849
PR;21_06_23_CST_PR_L1;Raja;39,606877;0,4191511;2;668,4;0,1300104;0;0;0;23/06/2020;NA;692,8430864;1;3,243611447;72;25,97425393;8,520222664;226,6158142;23,40239334;13,32010365;224,3700104;-1,20E-05;8,083862305;0,016519845;4,768486977;0,240679651;38,57269669;0,00479478;0,004485646;2,16E-05;0,044858012;0,520257533;6;1;1,445414663;3,294882853;160;36;160;5;0;0;1;-2,040140832
PR;21_06_23_CST_PR_L3;Raja;39,6051508;0,4204102;2;600;0,139688952;0;0;0;23/06/2020;NA;692,8430864;1;3,243611447;72;25,97425393;8,520222664;226,6158142;23,40239334;13,32010365;224,3700104;-1,20E-05;8,083862305;0,016519845;4,768486977;0,240679651;38,57269669;0,00479478;0,004485646;2,16E-05;0,044858012;0,520257533;6;1;1,445414663;3,294882853;162;5;162;3;0;0;1;-1,9683371
PR;21_10_27_CST_PR_L1;Raja;39,6044592;0,42;4;592,2;0,12761243;0;0;0;27/10/2020;NA;692,8430864;1;3,243611447;72;25,97425393;8,520222664;226,6158142;23,40239334;13,2938652;224,0597382;-1,37E-08;8,083886147;0,003445878;4,829983711;0,242833108;38,56541443;0,001442176;0,003523071;7,25E-06;0,044858012;0,520257533;6;1;1,445414663;3,294882853;176;27;176;5;0;0;1;-2,058757499
PR;21_10_27_CST_PR_L2;Raja;39,6126558;0,4139736;4;592,2;0,163813104;0;0;0;27/10/2020;NA;692,8430864;1;3,243611447;71;25,97425393;11,68697643;225,993103;28,35930252;13,2938652;224,0597382;-1,37E-08;8,083886147;0,003445878;4,829983711;0,242833108;38,56541443;0,001442176;0,003523071;7,25E-06;0,044858012;0,520257533;6;1;1,445414663;3,294882853;177;67;177;2;0;0;1;-1,809029111
CP2;22_01_14_JA_CP2_L1;Raja;38,4886918;0,5653013;1;621,1;0,62488332;0;0;0;14/01/2020;NA;629,5015852;1;1,602253155;25;26,83288905;32,37581635;110,9550781;74,00767517;13,34323692;221,8039856;-4,07E-09;8,083024025;0,001164086;5,006203651;0,250624985;38,56919479;0,006946059;-0,006291931;4,39E-05;0,037166018;1,14424026;6;1;0,956377668;3,326218381;191;13;191;1;0;0;1;-0,470190335
NG;20_12_02_CST_NG_L3;Raja;39,7447527;0,0673715;4;65,3;0,198178816;7;35,32163599;1;02/12/2020;NA;62,9559358;1;0,18952037;4;27,78711104;40,39064026;236,9536743;56,71847153;17,10594368;236,1785431;-0,21020174;8,086101532;0,326486409;0,828088045;0,037856538;38,2013588;-0,008968402;-0,034217432;0,000625632;0,90789026;5,751689434;10;1;0,173550176;3,359927754;3;92;3;3;3,592413596;2,079441542;1;-1,618585545
ESP000022116;20200630_64410_ESP000022116_01;Raja;41,56896;3,02283;2;106,1;0,04712412;1;21,22055542;1;30/06/2020;NA;106,7533037;4;0,831397919;7;28,26644444;5,78821373;360,6755676;31,06563568;13,8422966;237,0692444;-0,12938863;8,107712746;0,611219883;2,462638378;0,144341514;38,31851196;-0,011832585;-0,026675688;0,000425801;0,701189935;7,597997189;3;3;0,605079565;3,376441619;16;64;16;4;0;0;3;NA
ESP000022116;20201217_64410_ESP000022116_01;Raja;41,56625333;3,013883333;4;108,4;0,06315852;4;63,333;1;17/12/2020;NA;106,7533037;4;0,831397919;8;28,26644444;5,78821373;360,6755676;31,06563568;14,88532352;233,9620361;-0,196434379;8,1086483;0,361518413;1,690111756;0,08868967;38,16446686;-0,05319161;-0,020818461;0,001631378;0,702498674;7,245468616;3;3;0,605079565;3,376441619;70;24;70;5;4,164072719;1,609437912;3;-2,762107522
PIF;21_12_15_CP_PIF_L2;Raja;38,6490553;0,4951282;4;328,83;0,6391252;0;0;0;15/12/2020;NA;227,4458617;1;2,384663355;36;28,92155542;50,87700653;124,7812195;55,97563171;13,62064171;223,1971741;-0,000160798;8,093431473;0,169961214;4,605351448;0,242460459;38,460186;0,034831438;-0,023147279;0,000874513;0,06142588;3,781816959;6;1;1,219254449;3,398579138;184;6;184;4;0;0;1;-0,447654913
ESP000026632;20210311_63100_ESP000026632_03;Raja;40,34731667;1,078876667;1;83;0,09571823;78;814,892;1;11/03/2020;NA;91,62602469;2;0,041335691;1;38,52817763;19,98085022;320,4880066;46,36798859;13,63252068;247,782196;-0,420691103;8,124444962;0,266452402;1,718955278;0,078985564;38,1804657;-0,000699448;0,013644863;9,33E-05;0,82288754;4,969736576;9;2;0,040504207;3,677013775;90;32;90;1;6,704281993;4,369447852;2;-2,346346508
ESP000026632;20210512_63100_ESP000026632_03;Raja;40,36436;1,080533333;2;88,5;0,09203583;39;423,748;1;12/05/2020;NA;91,62602469;1;0,041335691;1;38,52817763;19,98085022;320,4880066;46,36798859;13,72065735;246,0325317;-0,109412044;8,120723724;0,749543786;1,654916644;0,097634569;38,25023651;-0,001194014;0,00364171;7,34E-06;0,82288754;4,969736576;6;1;0,040504207;3,677013775;114;36;114;2;6,051496052;3,688879454;1;-2,385577321
ESP000026632;20200618_63100_ESP000026632_03;Raja;40,37396667;1,090966667;2;88,5;0,10930733;45;411,683;1;18/06/2020;NA;89,57957037;1;0,042738517;1;39,46431101;16,92143822;321,5716553;39,97126389;14,31130028;242,5861664;-0,004364745;8,105614662;0,69998318;2,227069378;0,127857581;38,19809723;0,007448499;0,00472474;3,89E-05;0,82288754;4,969736576;6;1;0,041850442;3,700420376;9;37;9;5;6,022679744;3,828641396;1;-2,213591823
ESP000026632;20200916_63100_ESP000026632_03;Raja;40,40686667;1,0936;3;86,9;0,11783486;110;933,51;1;16/09/2020;NA;89,57957037;1;0,042738517;1;39,46431101;19,83039093;325,9715881;39,97126389;14,74817657;245,6633148;1,129945517;8,107735634;0,583404839;0,878762662;0,060911;38,26139069;-0,001317735;-0,011389662;6,57E-05;0,862050176;5,046124935;6;1;0,041850442;3,700420376;42;10;42;3;6,840022328;4,709530201;1;-2,138471126
ESP000026632;20201222_63100_ESP000026632_03;Raja;40,39184167;1,096091667;4;89,8;0,10876085;48;441,335;1;22/12/2020;NA;89,57957037;1;0,042738517;0;39,46431101;19,83039093;325,9715881;39,97126389;15,14116192;230,7379913;-0,020467464;8,097482681;0,405857056;2,237498999;0,126354009;38,14476013;0,013304988;0,030284002;0,000547072;0,862050176;5,046124935;6;1;0,041850442;3,700420376;75;43;75;1;6,092067514;3,891820298;1;-2,218603844
ESP000026632;20201222_63100_ESP000026632_02;Raja;40,46515;0,954497222;4;74,6;0,0908954;36;396,06;1;22/12/2020;NA;75,77294815;1;0,078981206;2;114,8090217;36,55851364;330,8508911;56,81371307;16,13130188;238,1459808;-0,651366234;8,107412338;0,299512684;1,503159165;0,03953518;38,03110886;0,016088095;0,025742136;0,000460742;1,088274002;5,305724621;6;1;0,076017268;2,75194247;74;64;74;1;5,984087403;3,610917913;1;-2,398045884
ESP000026632;20210311_63100_ESP000026632_02;Raja;40,45833333;0,954376667;1;66,2;0,09232722;24;259,945;1;11/03/2020;NA;75,77294815;1;0,078981206;2;114,8090217;33,82833481;326,3830872;56,81371307;13,54978466;251,9658203;-0,99477756;8,132135391;0,291083574;1,31180501;0,046139877;38,12921524;0,009960056;0,012594284;0,000128909;1,02890265;5,41541338;6;1;0,076017268;2,75194247;89;48;89;3;5,564309657;3,218875825;1;-2,382416273
ESP000026756;20200630_64500_ESP000026756_01;Raja;41,82413;3,204156667;2;103,8;0,11838882;1;8,446743535;1;30/06/2020;NA;108,0956642;1;0,774853977;6;46,05047783;8,326746941;334,6125183;55,53219604;14,12756538;240,3323669;-0,226637423;8,109168053;0,755790114;1,923128366;0,115469612;38,24702454;-0,001653357;-0,004699441;1,24E-05;0,830507159;6,917273998;3;3;0,573718153;3,851221022;19;80;19;2;0;0;3;NA
ESP000026756;20200805_64500_ESP000026756_01;Raja;41,82200833;3,203694444;3;103,2;0,13043514;1;7,66664566;1;05/08/2020;NA;108,0956642;1;0,774853977;6;46,05047783;8,326746941;334,6125183;55,53219604;14,36159134;238,8963928;1,561948299;8,106176376;0,789119363;1,635060787;0,107844979;38,24619293;-0,022825528;0,03566904;0,000896643;0,830507159;6,917273998;3;3;0,573718153;3,851221022;30;9;30;2;0;0;3;-2,036879187
ESP000026756;20201111_64500_ESP000026756_01;Raja;41,82477222;3,203955556;4;103,2;0,12751618;1;7,842142072;1;11/11/2020;NA;108,0956642;1;0,774853977;6;46,05047783;8,326746941;334,6125183;55,53219604;15,30552006;237,5934296;-0,251122624;8,099890709;0,484871358;1,438798785;0,079661451;38,20154572;0,02310133;0,010112443;0,000317966;0,830507159;6,917273998;3;3;0,573718153;3,851221022;54;9;54;1;0;0;3;NA
ESP000026756;20210324_64500_ESP000026756_01;Raja;41,82444722;3,203766667;1;103,5;0,12978673;1;7,704947956;1;24/03/2020;NA;108,0956642;1;0,774853977;6;46,05047783;8,326746941;334,6125183;55,53219604;13,13323498;253,5348206;-1,193603754;8,1347332;0,245960712;1,753591061;0,07402651;38,13518524;0,0071573;0,002710581;2,93E-05;0,830507159;6,917273998;3;3;0,573718153;3,851221022;94;36;94;4;0;0;3;-2,041862714
ESP000026632;20200916_63100_ESP000026632_02;Raja;40,46610333;0,935893333;3;69;0,09216999;49;531,626;1;16/09/2020;NA;75,77294815;1;0,078981206;2;136,6676015;36,55851364;330,8508911;56,81371307;15,96490097;248,4330444;2,013737679;8,093593597;0,465269983;0,802157819;0,042726524;38,15925217;-0,003792749;-0,002275881;9,78E-06;1,142006874;5,087606907;6;1;0,076017268;3,924842095;41;18;41;2;6,277819489;3,912023005;1;-2,384120689
ESP000026632;20210512_63100_ESP000026632_02;Raja;40,45836333;0,935863333;2;71,4;0,09003042;20;222,147;1;12/05/2020;NA;75,77294815;1;0,078981206;2;136,6676015;36,55851364;330,8508911;56,81371307;13,92216396;246,5462494;-0,295864165;8,120812416;0,715163231;1,641692758;0,089276023;38,14701843;-0,006451295;0,006635747;4,28E-05;1,142006874;5,087606907;6;1;0,076017268;3,924842095;113;84;113;5;5,407830747;3,044522438;1;-2,407607666
Mny;21_04_15_CU_2Mny_L1;Raja;39,4385592;0,1589687;2;587,5;0,611567144;0;0;0;15/04/2020;NA;587,9523309;1;2,443628713;53;55,4353334;9,923741341;205,0053711;34,16672134;13,43241215;224,0641479;-0,000460275;8,083878517;0,036496952;4,688836098;0,237872079;38,59022522;-0,002668551;0,011710635;7,21E-05;0,060370427;0,545043886;6;1;1,236525774;4,033095441;146;54;146;2;0;0;1;-0,491730528
Mny;22_01_27_CU_2Mny_L1;Raja;39,4438089;0,1538351;1;537;1,259208562;0;0;0;27/01/2020;NA;587,9523309;1;2,443628713;72;55,4353334;9,923741341;205,0053711;34,16672134;13,39766884;223,6876678;-3,09E-12;8,084512711;0,006261277;4,733102798;0,238534033;38,58081818;0,001634032;-0,007389969;2,86E-05;0,060370427;0,545043886;6;1;1,236525774;4,033095441;194;28;194;2;0;0;1;0,230483398
ISA;21_07_08_CRT_ISA_L1;Raja;37,5426725;-0,5595171;3;334,9;0,070874188;0;0;0;08/07/2020;NA;415,4655259;1;6,44569081;176;55,52626597;4,624492645;47,25538254;199,6488647;13,68455887;220,324173;-0,000308121;8,090569496;0,097600207;4,693570614;0,24327673;38,52502823;-0,001938155;-0,018613646;0,000175112;0,063058533;3,589801788;10;1;2,00763545;4,034705415;164;56;164;4;0;0;1;-2,646848974
ISA;21_07_08_CRT_ISA_L2;Raja;37,5426906;-0,5597117;3;337;0,072484965;0;0;0;08/07/2020;NA;415,4655259;1;6,44569081;176;55,52626597;4,624492645;47,25538254;199,6488647;13,68455887;220,324173;-0,000308121;8,090569496;0,097600207;4,693570614;0,24327673;38,52502823;-0,001938155;-0,018613646;0,000175112;0,063058533;3,589801788;10;1;2,00763545;4,034705415;165;92;165;1;0;0;1;-2,624376118
PIF;22_01_12_CP_PIF_L2;Raja;38,397753;0,4159378;1;331,83;0,6524133;0;0;0;12/01/2020;NA;340,7669383;1;1,845377942;77;58,04857805;23,12541771;96,32476044;84,50920868;13,67976189;219,8645325;-4,89E-05;8,089627266;0,041963663;4,890031338;0,248723969;38,52212143;-0,002994228;0,006310264;2,44E-05;0,034341179;2,975800991;6;1;1,045695903;4,078360462;188;7;188;3;0;0;1;-0,427077022
ESP000026822;20210429_63300_ESP000026822_01;Raja;40,77128095;1,445669048;2;609,9;0,1925345;0;0;0;29/04/2020;NA;649,569284;1;2,751983486;39;58,13835605;8,418852806;374,5559692;33,70459366;13,27795219;221,2956085;-5,10E-05;8,083299637;0,00837676;5,028833389;0,252481222;38,57248306;0,016504355;-0,024081018;0,000426145;0,061505716;1,100201726;6;1;1,32228463;4,079879716;106;49;106;4;0;0;1;NA
ESP000025837;20200813_63210_ESP000025837_02;Raja;40,74113333;1,000175;3;56,6;0,2436298;42;172,393;1;13/08/2020;NA;62,90272099;1;0,225386626;2;162,718889;42,23926163;359,4922485;61,7425766;15,57140255;250,8498993;2,791102886;8,101317406;0,50397253;0,823284149;0,038840562;38,18860245;-0,006984449;0,002107008;2,66E-05;1,218931794;5,495618343;6;1;0,203256408;4,098150866;34;32;34;3;5,155560694;3,761200116;1;-1,412105419
ESP000025627;20200818_64200_ESP000025627_01;Raja;41,22410333;2,117823333;3;76,9;0,12500994;0;0;0;18/08/2020;NA;101,1731111;1;1,485047313;11;59,93168828;8,38218689;443,2140198;34,81574631;13,99991417;239,6177979;-0,774780512;8,114232063;0,69450593;1,233302593;0,087289639;38,3217392;-0,00010286;-0,010426207;5,44E-05;0,627014339;6,938372135;6;1;0,910291699;4,109753372;36;89;36;1;0;0;1;-2,079362025
ESP000025627;20201124_64200_ESP000025627_01;Raja;41,22463611;2,118983333;4;100,2;0,12444212;0;0;0;24/11/2020;NA;101,1731111;1;1,485047313;11;59,93168828;8,38218689;443,2140198;34,81574631;14,66728687;227,9224396;-0,040069256;8,09685421;0,532100022;2,657739401;0,159841597;38,16972351;0,008688777;-0,015560789;0,000158816;0,627014339;6,938372135;6;1;0,910291699;4,109753372;64;94;64;5;0;0;1;-2,083914571
ESP000025627;20210325_64200_ESP000025627_03;Raja;41,22763333;2,13183;1;105,6;0,13656189;0;0;0;25/03/2020;NA;101,1731111;1;1,485047313;12;59,93168828;5,798705578;442,3835144;34,81574631;13,28741741;248,7381897;-0,996808648;8,130079269;0,212351814;1,772271514;0,079991981;38,30245972;0,006925719;-0,065702252;0,002182376;0,627014339;6,938372135;10;1;0,910291699;4,109753372;99;87;99;2;0;0;1;-1,990977361
ESP000025627;20210519_64200_ESP000025627_03;Raja;41,23047;2,14353;2;110,6;0,12779827;0;0;0;19/05/2020;NA;101,1731111;1;1,485047313;18;59,93168828;5,798705578;442,3835144;34,81574631;13,7759676;245,1421051;-0,145888984;8,120779991;0,595486879;1,728012681;0,099606983;38,23764038;-0,011466128;0,006806192;8,89E-05;0,627014339;6,938372135;10;1;0,910291699;4,109753372;117;31;117;3;0;0;1;-2,057302274
PIF;21_04_08_CP_PIF_L1;Raja;38,5153467;0,5065493;2;371,5;1,113111264;0;0;0;08/04/2020;NA;327,453842;1;2,333802823;45;62,75893246;37,0010643;113,4526215;64,75717926;13,66364193;227,5021667;-0,001702383;8,092933655;0,092593819;4,153653622;0,214581653;38,54521942;0,016708698;-0,001131316;0,00014023;0,038311288;2,694161177;6;1;1,204113641;4,155109291;145;21;145;1;0;0;1;0,107159035
CPM;21_12_16_CP_CPM_L2;Raja;38,5232425;0,3843535;4;73,125;0,294931;1;3,39062357;1;16/12/2020;NA;139,9309877;1;0,703285091;4;64,38044391;37,0010643;109,2375412;66,35444641;14,29869175;226,5632782;-0,020503255;8,094044685;0,627853632;3,058472157;0,192220047;38,26421356;0,012473503;-0,00795303;0,000109419;0,260144711;8,353352547;6;1;0,532558793;4,180223191;186;81;186;1;1,47947126;0,693147181;1;-1,221013848
